"name","type","daging","ikan","cokelat","tepung","cabe","air","roti","sayur","susu"
"Kolak Durian","buah-minuman","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0"
"Es Doger","buah-minuman","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Jus Alpukat","buah-minuman","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0"
"Es Boba Brown Sugar","buah-minuman","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Teh Tarik","buah-minuman","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Setup Pisang","buah-minuman","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Beras Kencur","buah-minuman","1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0"
"Kunyit Asam","buah-minuman","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Susu Kedelai","buah-minuman","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Es Gempol Pleret","buah-minuman","0.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Kolak Labu","buah-minuman","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Es Lidah Buaya","buah-minuman","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Selai Nanas","buah-minuman","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Rujak Serut","buah-minuman","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Overnight Oat","buah-minuman","0.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Es Rumput Laut","buah-minuman","0.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0"
"Es Teler","buah-minuman","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Thai Tea","buah-minuman","0.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0"
"Jus Mangga","buah-minuman","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Nanas Goreng","buah-minuman","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Es Krim Coklat Homemade","buah-minuman","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Sorbet Buah","buah-minuman","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Es Timun Suri","buah-minuman","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Es Manado","buah-minuman","0.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Wedang Ronde","buah-minuman","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Manisan Kolang Kaling","buah-minuman","0.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Es Kopyor","buah-minuman","0.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Manisan Mangga","buah-minuman","1.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Mango Sticky Rice","buah-minuman","0.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Sarabba","buah-minuman","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Es Cendol Dawet","buah-minuman","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Rujak Buah","buah-minuman","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"Lotek","buah-minuman","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0"
"Es Selendang Mayang","buah-minuman","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Es Kacang Merah","buah-minuman","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0"
"Es Sarang Burung","buah-minuman","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0"
"Es Kepal Milo","buah-minuman","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0"
"Es Oyen","buah-minuman","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Guacamole","buah-minuman","1.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Es Timun Serut","buah-minuman","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0"
"Es Buah","buah-minuman","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Es Kelapa Muda","buah-minuman","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Es Cincau","buah-minuman","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Asinan Rambutan","buah-minuman","0.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Asinan Buah","buah-minuman","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Sop Buah","buah-minuman","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Bandrek","buah-minuman","1.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0"
